Student_ID,Student_Name,Gender,Age,Class,Section,Maths,Science,English,Social,Computer,Total_Marks,Percentage,Grade,Attendance,City
1967,Sneha,Female,17,10,A,62,72,76,91,87,388,77.6,B,89,Vijayawada
1968,Divya,Male,16,8,C,53,61,82,76,55,327,65.4,C,86,Rajahmundry
1969,Rohit,Female,15,9,A,40,39,57,85,44,265,53.0,D,89,Vijayawada
1970,Priya,Male,16,8,A,73,75,93,60,94,395,79.0,B,96,Vijayawada
1971,Anjali,Female,16,9,A,45,92,90,44,96,367,73.4,B,86,Vijayawada
1972,Kiran,Female,16,9,A,98,90,50,46,61,345,69.0,C,90,Vijayawada
1973,Kiran,Male,17,8,A,43,45,94,61,67,310,62.0,C,81,Vizag
1974,Divya,Male,16,9,C,87,82,39,87,78,373,74.6,B,81,Vijayawada
1975,Kiran,Male,16,9,B,65,41,85,73,91,355,71.0,B,95,Vizag
1976,Priya,Female,16,9,B,50,96,36,49,76,307,61.4,C,75,Vijayawada
1977,Sai,Male,17,10,A,95,86,68,79,86,414,82.8,A,82,Hyderabad
1978,Kiran,Male,17,9,A,54,75,79,55,88,351,70.2,B,99,Hyderabad
1979,Kiran,Female,16,9,B,89,92,71,87,78,417,83.4,A,91,Guntur
1980,Priya,Female,18,8,A,96,35,87,91,95,404,80.8,A,94,Rajahmundry
1981,Sneha,Male,15,8,C,86,39,55,90,69,339,67.8,C,92,Rajahmundry
1982,Anjali,Female,17,10,A,90,44,93,59,88,374,74.8,B,97,Vijayawada
1983,Divya,Male,15,9,C,80,66,61,92,88,387,77.4,B,92,Hyderabad
1984,Sneha,Male,17,10,A,50,91,75,43,80,339,67.8,C,93,Rajahmundry
1985,Divya,Female,17,8,C,35,66,68,35,60,264,52.8,D,82,Guntur
1986,Rahul,Male,16,10,B,91,49,90,72,44,346,69.2,C,94,Vizag
1987,Rohit,Male,18,9,C,37,60,65,48,63,273,54.6,D,89,Vijayawada
1988,Anjali,Female,16,9,B,79,52,71,86,41,329,65.8,C,95,Guntur
1989,Divya,Female,15,8,B,54,35,67,91,52,299,59.8,D,100,Vizag
1990,Divya,Female,17,9,C,46,68,64,78,57,313,62.6,C,97,Vijayawada
1991,Sneha,Male,17,9,A,73,78,76,80,78,385,77.0,B,77,Hyderabad
1992,Priya,Male,15,10,A,99,99,45,51,40,334,66.8,C,80,Vizag
1993,Rahul,Female,17,9,B,90,74,81,63,56,364,72.8,B,95,Vizag
1994,Sneha,Male,17,10,C,42,37,95,66,72,312,62.4,C,76,Vijayawada
1995,Rahul,Female,15,8,B,76,51,80,48,80,335,67.0,C,94,Guntur
1996,Kiran,Male,15,10,C,83,53,99,83,100,418,83.6,A,87,Vijayawada
1997,Priya,Male,18,8,A,85,72,65,58,99,379,75.8,B,99,Vijayawada
1998,Divya,Female,17,8,B,67,93,74,97,68,399,79.8,B,99,Guntur
1999,Sai,Male,18,10,B,47,55,41,57,50,250,50.0,D,78,Rajahmundry
2000,Kiran,Female,18,8,A,53,65,37,54,81,290,58.0,D,76,Vizag
